stage_table_name	stage_column_name	database_uri	database_port	database_name	database_comment	database_type	database_is_shard	table_name	table_comment	table_theme	column_name	column_comment	column_type	column_is_primary_key	column_allow_null	column_is_sensitive	column_sensitive_type
S_MY490_B2B_DEPOSIT	bankcard_num	mydb-saledbfundproxy-02.db.jdfin.local	3306	saledb_fundproxy	NA	mysql	0	b2b_deposit	商户充值信息表	其他	bankcard_num	银行卡号	varchar(64)	0	1	1	卡号
S_MY204_CPAYMENT_SUCC_0000	bank_card_type	mydb-cpaytrade-0002.db.jdfin.local	3306	cpaytrade_00	NA	mysql	1	cpayment_succ_0000	成功支付单表	支付	bank_card_type	银行卡类别	varchar(10)	0	1	1	卡号
S_MY333_REDEMPTIONORDER	BANKCARDNO	mydb-yhlc-02.db.jdfin.local	3306	yhlc	NA	mysql	0	redemptionorder	赎回单表	理财	BANKCARDNO	银行卡代码	varchar(128)	0	1	1	卡号
S_MY503_INVOICE_APPLY	account	mydb-supplychaininvoice-02.db.jdfin.local	3306	supply_chain_invoice	NA	mysql	0	invoice_apply	开票申请信息表	供应链金融	account	银行账号	varchar(50)	0	1	1	卡号
S_MY512_ZROBOT_PANGU_LOG_REAL	bank_card	db-jdzest-02.pekdc1.jdfin.local	3306	jdzest	NA	mysql	0	zrobot_pangu_log_real	调用日志去明文表	消费金融	bank_card	银行卡	varchar(100)	0	1	1	卡号
S_MY493_FIN_SUBJECT_ACCOUNT	bank_account_number	db-jrcustinfo-02.pekdc1.jdfin.local	3306	jr_custinfo	NA	mysql	0	fin_subject_account	客商账户	财务	bank_account_number	银行账号	varchar(255)	0	1	1	卡号
S_MY333_BUYORDER	BANKCARDNO	mydb-yhlc-02.db.jdfin.local	3306	yhlc	NA	mysql	0	buyorder	订单表	理财	BANKCARDNO	银行卡号	varchar(64)	0	1	1	卡号
S_M0M2_TENCENT_ANTI_FRAUD_DETAIL_AREA_RISK	bank_card	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_detail_area_risk	腾讯反欺诈区域风险信息明细表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_MY28_RECALL_RECORD	cardNo	mydb-insmarketing-02.db.jdfin.local	3306	ins_marketing_db	NA	mysql	0	recall_record	复购表	理财	cardNo	银行卡号	varchar(100)	0	1	1	卡号
S_M1J_XJK_PAY_INFO_NEW_000	CARD_ID	db-xjk2-0002.pekdc1.jdfin.local	3306	xjk_00	NA	mysql	1	xjk_pay_info_new_000	小金库支付信息表	理财	CARD_ID	银行卡code(卡ID)	varchar(64)	0	1	1	卡号
S_MY295_KERNEL_DEPOSIT_0000	bank_card_no	mydb-xjkbrcard-0102.db.jdfin.local	3306	xjk_brcard_01	NA	mysql	1	kernel_deposit_0000	转入表	理财	bank_card_no	银行卡号	varchar(32)	0	0	1	卡号
S_M4Y_CRPL_FCS_REPAY_RECORD	card_no	mydb-creditplatform-02.db.jdfin.local	3306	credit_platform	NA	mysql	0	crpl_fcs_repay_record	财务核心-还款流水记录表	其他	card_no	银行卡号	varchar(20)	0	1	1	卡号
S_MY371_XIAOBAI_SECOND_ACCOUNT	second_account_no	mydb-xiaobaibankicbc-02.db.jdfin.local	3306	xiaobai_bank_icbc	NA	mysql	0	xiaobai_second_account	二类户开户表	APP	second_account_no	二类户账号	varchar(32)	0	1	1	卡号
S_HB2_CDS_DIDI_ACTIVE_LOG	i_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_didi_active_log	滴滴白条授信激活CDS日志表	风控	i:card_id	银行卡号	string	0	0	1	卡号
s_m0g_redemption_info	card_no	db-tradescrt-02.pekdc1.jdfin.local	3306	trade_scrt	NA	mysql	0	redemption_info	赎回信息表	理财	card_no	银行卡号	varchar(50)	0	1	1	卡号
S_JTC13_FDM_FEIMA_MARKET_MERCHANT_CHAIN	bank_account	hadoop-jrtc-nn01.pekdc1.jdfin.local	8020	fdm	NA	jrtc	0	fdm_feima_market_merchant_chain	万家商家表	京东商城	bank_account	开户账号	string	0	0	1	卡号
S_MY38_JC_TRANS_INFO	receive_account_no	mydb-jincai-02.db.jdfin.local	3306	jincai	NA	mysql	0	jc_trans_info	来账流水	理财	receive_account_no	收款账号名称	varchar(50)	0	1	1	卡号
S_M3T_JROPEN_DEFRAY_ORDER_INFO	CARD_NO	mydb-jropen-02.db.jdfin.local	3306	jropen	NA	mysql	0	jropen_defray_order_info	开发平台代付订单表	账户融合	CARD_NO	银行账号	varchar(32)	0	1	1	卡号
S_MY184_ACCOUNT_TRADEDETAIL	cardNo	db-pensionbusiness-0202.pekdc1.jdfin.local	3306	pensionAccount	NA	mysql	0	account_tradedetail	交易账户明细表	理财	cardNo	银行卡号	varchar(64)	0	1	1	卡号
S_S14_RENEWALRECORD	BankCardId	db-incetrans-02.pekdc1.jdfin.local	3306	nyse_trade	NA	mysql	0	renewalrecord	续期产品交费流水明细表	其他	BankCardId	银行卡号	varchar(100)	0	1	1	卡号
S_MY465_FICO_BIGDATA_SCORE_QUERY_LOG	bank_card	mydb-ext3rddatacache-02.db.jdfin.local	3306	ext3rddata_cache	NA	mysql	0	fico_bigdata_score_query_log	FICO大数据评分查询日志表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_M2A2_RF_POS_DRAW	card_no	mydb-rfdata-vip-002.d.chinabank.com.cn	3306	rf_data_center	NA	mysql	0	rf_pos_draw	金融小站pos便民取款表	其他	card_no	卡号	varchar(32)	0	0	1	卡号
S_MY542_CBE_RMB_PAYINSTRUCTION	receive_account_no	mydb-croborder-02.db.jdfin.local	3306	croborder	NA	mysql	0	cbe_rmb_payinstruction	跨境人民币付汇指令表	支付	receive_account_no	收款账户号	varchar(64)	0	1	1	卡号
S_MY293_FP_ACCOUNT_TRADE	bank_card_no	mydb-financialplatform-02.db.jdfin.local	3306	financial_platform	NA	mysql	0	fp_account_trade	电子账户明细表	APP	bank_card_no	银行卡号	varchar(100)	0	1	1	卡号
S_MY297_PAY_TRANS_INFO	receive_account_name	mydb-loanpay-02.db.jdfin.local	3306	loan_pay	NA	mysql	0	pay_trans_info	来账流水表	供应链金融	receive_account_name	收款账号	varchar(200)	0	1	1	卡号
s_m77_orders	cardNo	db-bwin-02.pekdc1.jdfin.local	3306	bwin	NA	mysql	0	orders	业务表单表	其他	cardNo	卡号	varchar(20)	0	1	1	卡号
S_HB2_SRM_LOAN_PALTFORM_CDS2_LOG	os_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	srm_loan_paltform_cds2_log	借钱平台CDS2日志表	风控	os:card_id	银行卡号码	STRING	0	0	1	卡号
S_MY297_PAY_SETTLEMENT	rec_acct_no	mydb-loanpay-02.db.jdfin.local	3306	loan_pay	NA	mysql	0	pay_settlement	资金转账表	供应链金融	rec_acct_no	收款账户账号	varchar(50)	0	1	1	卡号
S_M0M2_TENCENT_ANTI_FRAUD_CACHE_DATA	bank_card	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_cache_data	腾讯反欺诈缓存信息表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_MY324_TRANSFER_IN_ORDER_INFO	credit_account	mydb-supertransfer-02.db.jdfin.local	3306	super_transfer	NA	mysql	0	transfer_in_order_info	收款订单表	APP	credit_account	收款账户:本人银行卡号,加密银行卡号,带*加密银行卡号	varchar(128)	0	0	1	卡号
S_MY206_GETGOLD	BANKCARDNO	mydb-gold-02.db.jdfin.local	3306	gold	NA	mysql	0	getgold	提金记录表	理财	BANKCARDNO	银行卡号	varchar(128)	0	1	1	卡号
S_MY465_QIANHAI_GOOD_FAITH_DETAIL_INFO	bank_card	mydb-ext3rddatacache-02.db.jdfin.local	3306	ext3rddata_cache	NA	mysql	0	qianhai_good_faith_detail_info	前海好信度明细表	外部数据	bank_card	卡号	varchar(64)	0	1	1	卡号
S_MY184_ACCOUNT_ORDER	cardId	db-pensionbusiness-0202.pekdc1.jdfin.local	3306	pensionAccount	NA	mysql	0	account_order	订单账户表	理财	cardId	银行卡ID	varchar(30)	0	1	1	卡号
S_M4W_TD_ORDER_RISK_INFO_0000	cardNo	db-btpay-0002.db.jdfin.local	3306	bt_pay_00	NA	mysql	1	TD_ORDER_RISK_INFO_0000	支付收单-风控字段表	消费金融	cardNo	卡号	varchar(200)	0	1	1	卡号
S_MY482_REFUND_CUSTOMER_SERVICE	orig_encrypt_acc_no	mydb-refund-02.db.jdfin.local	3306	refund	NA	mysql	0	refund_customer_service	退款客户服务表	支付	orig_encrypt_acc_no	原银行卡号	varchar(128)	0	1	1	卡号
S_MY371_XIAOBAI_CAL_SCHEDULE_INFO	card_no	mydb-xiaobaibankicbc-02.db.jdfin.local	3306	xiaobai_bank_icbc	NA	mysql	0	xiaobai_cal_schedule_info	金融日历定时转入设置表	APP	card_no	卡号	varchar(32)	1	0	1	卡号
S_M0G_USERPAYCARD	CARDID	db-tradescrt-02.pekdc1.jdfin.local	3306	trade_scrt	NA	mysql	0	userpaycard	用户卡信息	理财	CARDID	卡id	varchar(64)	0	0	1	卡号
S_HB1_CDS_BAITIAONEW_JXL_SHUNT	d_card_id	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_jxl_shunt	白条开新-聚信立分流结果表	风控	d:card_id	银行卡号码	string	0	0	1	卡号
S_S11_SRM_BT_EXT_CASHIER_LOG	i_card_id	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	credit	NA	hbase	0	srm_bt_ext_cashier_log	外部收银台开白条CDS日志表	消费金融	i:card_id	银行卡号码	STRING	0	0	1	卡号
S_MY542_CBE_PAYMENTINSTRUCTION	payaccountno	mydb-croborder-02.db.jdfin.local	3306	croborder	NA	mysql	0	cbe_paymentinstruction	付汇指令表	支付	payaccountno	付款方账户号	varchar(64)	0	1	1	卡号
S_MY542_CBE_ORDERFORM	payeraccountno	mydb-croborder-02.db.jdfin.local	3306	croborder	NA	mysql	0	cbe_orderform	订单来源信息表	支付	payeraccountno	付款人银行账号	varchar(64)	0	1	1	卡号
S_MY270_POLICYPRODUCT	BANKCARDNO	db-insfronttrade-02.pekdc1.jdfin.local	3306	insfront_trade	NA	mysql	0	policyproduct	保单表	理财	BANKCARDNO	卡号	varchar(64)	0	1	1	卡号
S_Z392_REGULAR_ORDER_ACCOUNT	bank_card_no	mydb-regular-vip-002.d.chinabank.com.cn	3306	regular	NA	mysql	0	regular_order_account	订单总表（活期/可追单/可部分赎回）	支付	bank_card_no	银行卡号	varchar(20)	0	1	1	卡号
S_HB2_CDS_BAITIAONEW_JXL_SHUNT_LOG	is_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_jxl_shunt_log	白条开新-聚信立分流日志表	风控	is:card_id	银行卡号码	string	0	0	1	卡号
S_MY169_REDEEMRECORD	cardId	db-pensionbusiness-0102.pekdc1.jdfin.local	3306	pensionTrade	NA	mysql	0	redeemrecord	赎回记录表	理财	cardId	cardId	varchar(32)	0	1	1	卡号
S_MY371_XIAOBAI_ACCOUNT_APPLY_RECORD	second_account_no	mydb-xiaobaibankicbc-02.db.jdfin.local	3306	xiaobai_bank_icbc	NA	mysql	0	xiaobai_account_apply_record	开户申请记录表	APP	second_account_no	二类户账号	varchar(32)	0	1	1	卡号
S_HB2_SRM_BT_FF1_LOG	is_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	srm_bt_ff1_log	Farfetch白条ffCDS日志表	风控	is:card_id	银行卡号码	STRING	0	0	1	卡号
S_HB2_CDS_BAITIAONEW_CDS0_NODE5_LOG	i_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_cds0_node5_log	白条开新四期_CDS0-节点5日志表	风控	i:card_id	银行卡号码	STRING	0	0	1	卡号
S_MY402_ORDERS	cardNo	db-rwin-02.db.jdfin.local	3306	rwin	NA	mysql	0	orders	订单表	理财	cardNo	卡号	varchar(20)	0	1	1	卡号
S_S11_SRM_BT_EXT_CASHIER_LOG	is_card_id	hbase-cds-nn01.pekdc1.jdfin.local:2181,hbase-cds-nn02.pekdc1.jdfin.local:2181,hbase-cds-nn03.pekdc1.jdfin.local:2181	2181	credit	NA	hbase	0	srm_bt_ext_cashier_log	外部收银台开白条CDS日志表	消费金融	is:card_id	银行卡号码	STRING	0	0	1	卡号
S_M0G_GDACCUSERHOLDENCARD	card_id	db-tradescrt-02.pekdc1.jdfin.local	3306	trade_scrt	NA	mysql	0	gdaccuserholdencard	用户产品卡持仓表	理财	card_id	卡id	varchar(64)	0	0	1	卡号
S_HB2_CDS_BAITIAONEW_JXL_SHUNT_LOG	os_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_baitiaonew_jxl_shunt_log	白条开新-聚信立分流日志表	风控	os:card_id	银行卡号码	string	0	0	1	卡号
S_MY542_CBE_PAYMENTINSTRUCTION	recaccountno	mydb-croborder-02.db.jdfin.local	3306	croborder	NA	mysql	0	cbe_paymentinstruction	付汇指令表	支付	recaccountno	收款账户号	varchar(64)	0	1	1	卡号
S_MY541_JT_UNSUBSCRIBE	bankCardNo	mydb-jintiao-0002.db.jdfin.local	3306	xjd_erp	NA	mysql	0	jt_unsubscribe	金条用户注销表	消费金融	bankCardNo	银行卡号	varchar(64)	0	1	1	卡号
S_M0M2_TENCENT_ANTI_FRAUD_DETAIL_EXCEPTION_DEVICE	bank_card	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_detail_exception_device	腾讯反欺诈异常设备信息明细表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_HB2_CDS_STAGING_MALL_ADMIT_LOG	i_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_staging_mall_admit_log	分期商城-准入日志表	风控	i:card_id	申请人银行卡号	string	0	0	1	卡号
S_M0M2_TENCENT_ANTI_FRAUD_DETAIL_EXCEPTION_ACTION	bank_card	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_detail_exception_action	腾讯反欺诈异常行为信息明细表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_MY240_EXCHANGE_MEMO_OUTER_2016	card_no	mydb-jrcoins-02.db.jdfin.local	3306	jr_coins_rw	NA	mysql	1	exchange_memo_outer_2016	直连外部合作商表	用户生态	card_no	卡号	varchar(20)	0	1	1	卡号
S_M0M2_TENCENT_ANTI_FRAUD_DETAIL_ACCOUNT_RISK	bank_card	mydb-extdata-02.db.jdfin.local	3306	extdata	NA	mysql	0	tencent_anti_fraud_detail_account_risk	腾讯反欺诈帐号风险信息明细表	外部数据	bank_card	银行卡号	varchar(50)	0	1	1	卡号
S_HB2_CDS_DIDI_ACTIVE_LOG	is_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	cds_didi_active_log	滴滴白条授信激活CDS日志表	风控	is:card_id	银行卡号	string	0	0	1	卡号
S_MY184_ACCOUNT_PROFITDETAIL	cardNo	db-pensionbusiness-0202.pekdc1.jdfin.local	3306	pensionAccount	NA	mysql	0	account_profitdetail	交易账户收益明细表	理财	cardNo	银行卡号	varchar(30)	0	1	1	卡号
S_HB2_SRM_BT_FF1_LOG	os_card_id	hbase-jr-nn01.pekdc1.jdfin.local:2181,hbase-jr-nn02.pekdc1.jdfin.local:2181,hbase-jr-nn03.pekdc1.jdfin.local:2181	2181	NA	NA	hbase	0	srm_bt_ff1_log	Farfetch白条ffCDS日志表	风控	os:card_id	银行卡号码	STRING	0	0	1	卡号
S_MY25_BT_USER_CANCEL_RECORD	bankCardNo	mydb-btcreditact-02.db.jdfin.local	3306	btcreditact	NA	mysql	0	bt_user_cancel_record	白条客户销户表	消费金融	bankCardNo	银行卡号	varchar(128)	0	1	1	卡号
S_MY169_TRANSFERRECORD	payeeNo	db-pensionbusiness-0102.pekdc1.jdfin.local	3306	pensionTrade	NA	mysql	0	transferrecord	代付结果记录表	理财	payeeNo	银行账户号	varchar(64)	0	1	1	卡号
S_M0G_GDTRADEREDEMPTIONINFO	card_no	db-tradescrt-02.pekdc1.jdfin.local	3306	trade_scrt	NA	mysql	0	gdtraderedemptioninfo	赎回信息表	理财	card_no	银行卡号	varchar(50)	0	1	1	卡号
S_MY28_REBATE_ORDER	cardNo	mydb-insmarketing-02.db.jdfin.local	3306	ins_marketing_db	NA	mysql	0	rebate_order	返利出单信息表	理财	cardNo	银行卡号	varchar(100)	0	1	1	卡号
S_MY262_CUSTOMER	posMobileNum	mydb-posbase-02.db.jdfin.local	3306	pos_base	NA	mysql	0	customer	商户信息表	支付	posMobileNum	pos机拨号号码	varchar(20)	0	1	1	固定电话
